typ	fopmu	fopsigma	fow	contrast	detyieldmu	detyieldsigma
ipnl-auger-tof-1.root	1.89	0.5548257750186089	17.734467932700394	872.5467294998004	1.787603e-05	1.6155713880853423e-07
iba-auger-tof-1.root	-0.043603515625	1.0372140846626785	13.636669936291835	1476.6977339279115	2.4695130000000002e-05	1.6904991304345588e-07
ipnl-auger-notof-1.root	1.839375	0.7041592393592517	17.76907184525692	1253.4400537122594	3.174497e-05	1.920442373517102e-07
iba-auger-notof-1.root	0.28388671875	1.5146422229986147	13.250363376450615	3057.600585678224	5.647983e-05	2.317828749066678e-07
ipnl-auger-tof-3.root	2.8546875	0.9430266785230682	17.027991888871455	542.427081270686	1.275562e-05	1.3329109347589582e-07
iba-auger-tof-3.root	0.853515625	1.966381101026886	12.398452999897575	1248.4108063870342	2.2646169999999998e-05	1.485851308173197e-07
ipnl-auger-notof-3.root	3.0684375	1.400808534661768	17.09922318216912	918.600620388334	2.6623770000000002e-05	1.6115711929666651e-07
iba-auger-notof-3.root	1.542822265625	5.509139582277394	12.466709097170915	2847.9478933928117	5.44714e-05	2.161517985120642e-07
